"Artikelnummer";"Artikelname";"Interner Schlüssel";"GTIN";"HAN";"Eigene ID";"Attributgruppe";"Attributname";"Attributwert";"Sortiernummer";"Datentyp (sonst automatisch ermittelt)";"Attributart";"Englisch: Attributname";"Englisch: Attributwert";"MeaLana-Onlineshop Deutsch: Attributwert";"MeaLana-Onlineshop Englisch: Attributwert";"sockenwolle-online.at Deutsch: Attributwert";"sockenwolle-online.at Englisch: Attributwert";"bio-wolle.at Deutsch: Attributwert";"bio-wolle.at Englisch: Attributwert";"verschlusssache.at Deutsch: Attributwert";"verschlusssache.at Englisch: Attributwert";
"D-30301";"DROPS Basic Aluminium - Paarnadeln - 3 mm ; 35 cm";"3820";"7071723009567";"30301";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-30251";"DROPS Basic Aluminium - Paarnadeln - 2,5 mm ; 35 cm";"3819";"7071723009550";"30251";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-30201";"DROPS Basic Aluminium - Paarnadeln - 2 mm ; 35 cm";"3818";"7071723009543";"30201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20901";"DROPS Basic Birkenholz - Nadelspiele - 9 mm ; 20 cm";"3817";"7071723009116";"20901";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20801";"DROPS Basic Birkenholz - Nadelspiele - 8 mm ; 20 cm";"3816";"7071723009109";"20801";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20701";"DROPS Basic Birkenholz - Nadelspiele - 7 mm ; 20 cm";"3815";"7071723009093";"20701";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20601";"DROPS Basic Birkenholz - Nadelspiele - 6 mm ; 20 cm";"3814";"7071723009086";"20601";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20551";"DROPS Basic Birkenholz - Nadelspiele - 5,5 mm ; 20 cm";"3813";"7071723009079";"20551";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20501";"DROPS Basic Aluminium - Nadelspiele - 5 mm ; 20 cm";"3812";"7071723008850";"D-20501";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20451";"DROPS Basic Aluminium - Nadelspiele - 4,5 mm ; 20 cm";"3811";"7071723008843";"20451";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20401";"DROPS Basic Aluminium - Nadelspiele - 4 mm ; 20 cm";"3810";"7071723008836";"D-20401";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20351";"Alu - Spiele - 3,5 mm ; 20 cm";"3809";"7071723009536";"20351";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20301";"DROPS Basic Aluminium - Nadelspiele - 3 mm ; 20 cm";"3808";"7071723009529";"20301";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20251";"DROPS Basic Aluminium - Nadelspiele - 2,5 mm ; 20 cm";"3807";"7071723009512";"20251";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-20201";"DROPS Basic Aluminium - Nadelspiele - 2 mm ; 20 cm";"3806";"7071723009505";"20201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80101";"DROPS Basic Birkenholz - Rundnadel - 10 mm ; 80 cm";"3805";"7071723009260";"80101";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80901";"DROPS Basic Birkenholz - Rundnadel - 9 mm ; 80 cm";"3804";"7071723009253";"80901";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80801";"DROPS Basic Birkenholz - Rundnadel - 8 mm ; 80 cm";"3803";"7071723009246";"80801";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80701";"DROPS Basic Birkenholz - Rundnadel - 7 mm ; 80 cm";"3802";"7071723009239";"80701";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80601";"DROPS Basic Birkenholz - Rundnadel - 6 mm ; 80 cm";"3801";"7071723009222";"80601";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80551";"DROPS Basic Birkenholz - Rundnadel - 5,5 mm ; 80 cm";"3800";"7071723009215";"80551";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60901";"DROPS Basic Birkenholz - Rundnadel - 9 mm ; 60 cm";"3799";"7071723009208";"60901";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60801";"DROPS Basic Birkenholz - Rundnadel - 8 mm ; 60 cm";"3798";"7071723009192";"60801";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60701";"DROPS Basic Birkenholz - Rundnadel - 7 mm ; 60 cm";"3797";"7071723009185";"60701";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60601";"DROPS Basic Birkenholz - Rundnadel - 6 mm ; 60 cm";"3796";"7071723009178";"60601";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60551";"DROPS Basic Birkenholz - Rundnadel - 5,5 mm ; 60 cm";"3795";"7071723009161";"60551";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40801";"DROPS Basic Birkenholz - Rundnadel - 8 mm ; 40 cm";"3794";"7071723009154";"40801";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40701";"DROPS Basic Birkenholz - Rundnadel - 7 mm ; 40 cm";"3793";"7071723009147";"40701";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40601";"DROPS Basic Birkenholz - Rundnadel - 6 mm ; 40 cm";"3792";"7071723009130";"40601";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40551";"DROPS Basic Birkenholz - Rundnadel - 5,5 mm ; 40 cm";"3791";"7071723009123";"40551";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80501";"DROPS Basic Aluminium - Rundnadel - 5 mm ; 80 cm";"3790";"7071723009062";"80501";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80451";"DROPS Basic Aluminium - Rundnadel - 4,5 mm ; 80 cm";"3789";"7071723009055";"80451";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80401";"DROPS Basic Aluminium - Rundnadel - 4 mm ; 80 cm";"3788";"7071723009048";"80401";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80351";"DROPS Basic Aluminium - Rundnadel - 3,5 mm ; 80 cm";"3787";"7071723009031";"80351";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80301";"DROPS Basic Aluminium - Rundnadel - 3 mm ; 80 cm";"3786";"7071723009024";"80301";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80251";"DROPS Basic Aluminium - Rundnadel - 2,5 mm ; 80 cm";"3785";"7071723009017";"80251";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-80201";"DROPS Basic Aluminium - Rundnadel - 2 mm ; 80 cm";"3784";"7071723009000";"80201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60501";"DROPS Basic Aluminium - Rundnadel - 5 mm ; 60 cm";"3783";"7071723008997";"60501";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60451";"DROPS Basic Aluminium - Rundnadel - 4,5 mm ; 60 cm";"3782";"7071723008980";"60451";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60401";"DROPS Basic Aluminium - Rundnadel - 4 mm ; 60 cm";"3781";"7071723008973";"60401";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60351";"DROPS Basic Aluminium - Rundnadel - 3,5 mm ; 60 cm";"3780";"7071723008966";"60351";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60301";"DROPS Basic Aluminium - Rundnadel - 3 mm ; 60 cm";"3779";"7071723008959";"60301";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60251";"DROPS Basic Aluminium - Rundnadel - 2,5 mm ; 60 cm";"3778";"7071723008942";"60251";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-60201";"DROPS Basic Aluminium - Rundnadel - 2 mm ; 60 cm";"3777";"7071723008935";"60201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40501";"DROPS Basic Aluminium - Rundnadel - 5 mm ; 40 cm";"3776";"7071723008928";"40501";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40451";"DROPS Basic Aluminium - Rundnadel - 4,5 mm ; 40 cm";"3775";"7071723008911";"40451";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40401";"DROPS Basic Aluminium - Rundnadel - 4 mm ; 40 cm";"3774";"7071723008904";"40401";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40351";"DROPS Basic Aluminium - Rundnadel - 3,5 mm ; 40 cm";"3773";"7071723008898";"40351";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40301";"DROPS Basic Aluminium - Rundnadel - 3 mm ; 40 cm";"3772";"7071723008881";"40301";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40251";"DROPS Basic Aluminium - Rundnadel - 2,5 mm ; 40 cm";"3771";"7071723008874";"40251";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-40201";"DROPS Basic Aluminium - Rundnadel - 2 mm ; 40 cm";"3770";"7071723008867";"40201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8090";"DROPS Pro Stahl - Rundnadel - 10 mm ; 80 cm";"3769";"7071723010563";"8090";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8080";"DROPS Pro Stahl - Rundnadel - 9 mm ; 80 cm";"3768";"7071723010556";"8080";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8070";"DROPS Pro Stahl - Rundnadel - 8 mm ; 80 cm";"3767";"7071723010549";"8070";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8060";"DROPS Pro Stahl - Rundnadel - 7 mm ; 80 cm";"3766";"7071723010532";"8060";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8055";"DROPS Pro Stahl - Rundnadel - 6 mm ; 80 cm";"3765";"7071723010525";"8055";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8050";"DROPS Pro Stahl - Rundnadel - 5,5 mm ; 80 cm";"3764";"7071723010518";"8050";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8045";"DROPS Pro Stahl - Rundnadel - 5 mm ; 80 cm";"3763";"7071723010501";"8045";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8040";"DROPS Pro Stahl - Rundnadel - 4,5 mm ; 80 cm";"3762";"7071723010495";"8040";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8035";"DROPS Pro Stahl - Rundnadel - 4 mm ; 80 cm";"3761";"7071723010488";"8035";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8030";"DROPS Pro Stahl - Rundnadel - 3,5 mm ; 80 cm";"3760";"7071723010471";"8030";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8025";"DROPS Pro Stahl - Rundnadel - 3 mm ; 80 cm";"3759";"7071723010464";"8025";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8020";"DROPS Pro Stahl - Rundnadel - 2,5 mm ; 80 cm";"3758";"7071723010457";"8020";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-8010";"DROPS Pro Stahl - Rundnadel - 2 mm ; 80 cm";"3757";"7071723010570";"8010";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6090";"DROPS Pro Stahl - Rundnadel - 9 mm ; 60 cm";"3756";"7071723010440";"6090";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6080";"DROPS Pro Stahl - Rundnadel - 8 mm ; 60 cm";"3755";"7071723010433";"6080";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6070";"DROPS Pro Stahl - Rundnadel - 7 mm ; 60 cm";"3754";"7071723010426";"6070";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6060";"DROPS Pro Stahl - Rundnadel - 6 mm ; 60 cm";"3753";"7071723010419";"6060";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6055";"DROPS Pro Stahl - Rundnadel - 5,5 mm ; 60 cm";"3752";"7071723010402";"6055";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6050";"DROPS Pro Stahl - Rundnadel - 5 mm ; 60 cm";"3751";"7071723010396";"6050";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6045";"DROPS Pro Stahl - Rundnadel - 4,5 mm ; 60 cm";"3750";"7071723010389";"6045";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6040";"DROPS Pro Stahl - Rundnadel - 4 mm ; 60 cm";"3749";"7071723010372";"6040";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6035";"DROPS Pro Stahl - Rundnadel - 3,5 mm ; 60 cm";"3748";"7071723010365";"6035";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6030";"DROPS Pro Stahl - Rundnadel - 3 mm ; 60 cm";"3747";"7071723010358";"6030";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6025";"DROPS Pro Stahl - Rundnadel - 2,5 mm ; 60 cm";"3746";"7071723010341";"6025";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-6020";"DROPS Pro Stahl - Rundnadel - 2 mm ; 60 cm";"3745";"7071723010334";"6020";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4080";"DROPS Pro Stahl - Rundnadel - 8 mm ; 40 cm";"3744";"7071723010327";"4080";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4070";"DROPS Pro Stahl - Rundnadel - 7 mm ; 40 cm";"3743";"7071723010310";"4070";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4060";"DROPS Pro Stahl - Rundnadel - 6 mm ; 40 cm";"3742";"7071723010303";"4060";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4055";"DROPS Pro Stahl - Rundnadel - 5,5 mm ; 40 cm";"3741";"7071723010297";"4055";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4050";"DROPS Pro Stahl - Rundnadel - 5 mm ; 40 cm";"3740";"7071723010280";"4050";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4045";"DROPS Pro Stahl - Rundnadel - 4,5 mm ; 40 cm";"3739";"7071723010273";"4045";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4040";"DROPS Pro Stahl - Rundnadel - 4 mm ; 40 cm";"3738";"7071723010266";"4040";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4035";"DROPS Pro Stahl - Rundnadel - 3,5 mm ; 40 cm";"3737";"7071723010259";"4035";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4030";"DROPS Pro Stahl - Rundnadel - 3 mm ; 40 cm";"3736";"7071723010242";"4030";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4025";"DROPS Pro Stahl - Rundnadel - 2,5 mm ; 40 cm";"3735";"7071723010235";"4025";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-4020";"DROPS Pro Stahl - Rundnadel - 2 mm ; 40 cm";"3734";"7071723010228";"4020";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-553";"Herz";"3594";"7071723013069";"553";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-553";"Herz";"3594";"7071723013069";"553";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-553";"Herz";"3594";"7071723013069";"553";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-552";"Erdbeere";"3593";"7071723013090";"552";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-552";"Erdbeere";"3593";"7071723013090";"552";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-552";"Erdbeere";"3593";"7071723013090";"552";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-551";"Marienkäfer 18 mm";"3592";"7071723013083";"551";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-551";"Marienkäfer 18 mm";"3592";"7071723013083";"551";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-551";"Marienkäfer 18 mm";"3592";"7071723013083";"551";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-550";"Marienkäfer 14 mm";"3591";"7071723013076";"550";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-550";"Marienkäfer 14 mm";"3591";"7071723013076";"550";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-550";"Marienkäfer 14 mm";"3591";"7071723013076";"550";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
